item_id,project_id,category,sub_category,item_name,unit,quantity,rate_per_unit_inr,amount_inr
ITM007588,PRJ0238,Civil,Concrete,RCC M25 for footings/columns,cum,7288.67,8718.99,63549840.84
ITM007607,PRJ0238,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,8.0,54285.93,434287.44
ITM007610,PRJ0238,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,246.0,5294.66,1302486.36
ITM007618,PRJ0239,Civil,Doors and Windows,Aluminium windows with glazing,sqm,8260.68,4933.38,40753073.5
ITM007621,PRJ0239,Civil,Roofing,RCC roof slab with waterproofing,sqm,75364.36,1638.31,123470184.63
ITM007647,PRJ0240,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,5493.45,468.03,2571099.4
ITM007649,PRJ0240,Civil,Earthwork,Backfilling with excavated earth,cum,1227.5,200.1,245622.75
ITM007654,PRJ0240,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,32759.19,707.62,23181058.03
ITM007659,PRJ0240,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,44504.37,44.63,1986230.03
ITM007671,PRJ0240,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,77.0,10728.32,826080.64
ITM007672,PRJ0241,Civil,Doors and Windows,Aluminium windows with glazing,sqm,9117.42,4377.61,39912508.97
ITM007688,PRJ0241,Electrical,Switchgear,Main LT panel (custom),nos,1.0,115054.07,115054.07
ITM007689,PRJ0241,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,2263.37,765.05,1731591.22
ITM007692,PRJ0241,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,10.0,34781.44,347814.4
ITM007703,PRJ0242,Civil,Reinforcement,TMT steel bars Fe 500,kg,361038.55,64.7,23359194.18
ITM007706,PRJ0242,Civil,Earthwork,Excavation for foundation,cum,2090.36,226.2,472839.43
ITM007716,PRJ0242,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,467.98,1064.04,497949.44
ITM007724,PRJ0242,Electrical,Lighting,LED street/flood light 50W,nos,126.0,2313.13,291454.38
ITM007726,PRJ0242,Plumbing,Pumps,Centrifugal water pump set,nos,6.0,31423.49,188540.94
ITM007733,PRJ0243,Civil,Structural Steel,Structural steel fabrication & erection,kg,375108.27,141.4,53040309.38
ITM007740,PRJ0243,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,67888.93,949.48,64459181.26
ITM007746,PRJ0243,Electrical,Cable Trays,GI perforated cable tray,meter,7074.81,528.68,3740310.55
ITM007747,PRJ0243,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,63187.01,65.88,4162760.22
ITM007748,PRJ0243,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,696629.55,696629.55
ITM007751,PRJ0243,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,2985.33,1028.27,3069725.28
ITM007758,PRJ0244,Civil,Plastering,External cement plaster 20mm,sqm,209756.54,242.96,50962448.96
ITM007772,PRJ0244,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,634000.2,634000.2
ITM007780,PRJ0244,Electrical,Lighting,LED panel light 18W,nos,1852.0,584.05,1081660.6
ITM007786,PRJ0244,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,8.0,46547.4,372379.2
ITM007788,PRJ0245,Civil,Structural Steel,Structural steel fabrication & erection,kg,93611.15,94.89,8882762.02
ITM007802,PRJ0245,Electrical,Cable Trays,GI perforated cable tray,meter,2811.28,388.72,1092800.76
ITM007808,PRJ0245,Electrical,Earthing,Earthing pit with GI strip,nos,23.0,3824.68,87967.64
ITM007813,PRJ0245,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,61.0,3911.64,238610.04
ITM007822,PRJ0246,Civil,Reinforcement,TMT steel bars Fe 500,kg,558237.6,72.93,40712268.17
ITM007839,PRJ0246,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,1243.62,1373.8,1708485.16
ITM007844,PRJ0246,Electrical,Sockets and Switches,Modular switch/socket points,nos,1728.0,522.73,903277.44
ITM007847,PRJ0246,Electrical,Switchgear,MCCB panel 200A,nos,10.0,24254.73,242547.3
ITM007866,PRJ0247,Electrical,Earthing,Earthing pit with GI strip,nos,18.0,4234.17,76215.06
ITM007867,PRJ0247,Electrical,Sockets and Switches,Modular switch/socket points,nos,797.0,466.94,372151.18
ITM007872,PRJ0247,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,954001.25,954001.25
ITM007888,PRJ0248,Civil,Earthwork,Backfilling with excavated earth,cum,1664.5,143.75,239271.88
ITM007891,PRJ0248,Civil,Roofing,RCC roof slab with waterproofing,sqm,100537.02,1434.76,144246494.82
ITM007907,PRJ0248,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,615915.46,615915.46
ITM007909,PRJ0248,Electrical,Lighting,LED panel light 18W,nos,1350.0,687.82,928557.0
ITM007914,PRJ0248,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,166.0,6060.09,1005974.94
ITM007919,PRJ0249,Civil,Earthwork,Excavation for foundation,cum,1474.35,237.58,350276.07
ITM007935,PRJ0249,Electrical,Sockets and Switches,Modular switch/socket points,nos,1097.0,562.09,616612.73
ITM007936,PRJ0249,Electrical,DG Set,Diesel generator set (backup),nos,1.0,830475.14,830475.14
ITM007943,PRJ0249,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,7.0,32264.98,225854.86
ITM007945,PRJ0249,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,61796.45,37.58,2322310.59
ITM007947,PRJ0249,Electrical,Lighting,LED street/flood light 50W,nos,71.0,2299.21,163243.91
ITM007950,PRJ0249,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,36596.6,45.94,1681247.8
ITM007955,PRJ0249,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,57.0,7603.41,433394.37
ITM007964,PRJ0250,Civil,Structural Steel,Structural steel fabrication & erection,kg,472770.16,119.61,56548038.84
ITM007967,PRJ0250,Civil,Reinforcement,TMT steel bars Fe 500,kg,637484.05,66.65,42488311.93
ITM007975,PRJ0250,Electrical,Lighting,Emergency exit light,nos,117.0,959.45,112255.65
ITM007978,PRJ0250,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,134358.94,30.56,4106009.21
ITM007980,PRJ0250,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,106813.85,55.3,5906805.91
ITM007983,PRJ0250,Electrical,Sockets and Switches,Modular switch/socket points,nos,2604.0,561.61,1462432.44
ITM007995,PRJ0251,Civil,Doors and Windows,Aluminium windows with glazing,sqm,7639.36,4327.28,33057649.74
ITM007998,PRJ0251,Civil,Plastering,External cement plaster 20mm,sqm,126785.04,245.09,31073745.45
ITM008028,PRJ0252,Civil,Earthwork,Excavation for foundation,cum,5148.18,207.77,1069637.36
ITM008038,PRJ0252,Electrical,Lighting,LED street/flood light 50W,nos,331.0,2662.79,881383.49
ITM008041,PRJ0252,Electrical,Sockets and Switches,Modular switch/socket points,nos,3671.0,404.27,1484075.17
ITM008059,PRJ0253,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,204.01,388.16,79188.52
ITM008061,PRJ0253,Civil,Doors and Windows,Aluminium windows with glazing,sqm,121.93,4704.95,573674.55
ITM008067,PRJ0253,Electrical,Lighting,LED street/flood light 50W,nos,3.0,1944.68,5834.04
ITM008073,PRJ0253,Electrical,Lighting,LED panel light 18W,nos,16.0,492.66,7882.56
ITM008075,PRJ0253,Electrical,Sockets and Switches,Modular switch/socket points,nos,25.0,551.11,13777.75
ITM008082,PRJ0253,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,2.0,9967.57,19935.14
ITM008099,PRJ0254,Electrical,Earthing,Earthing pit with GI strip,nos,29.0,4467.69,129563.01
ITM008102,PRJ0254,Electrical,Sockets and Switches,Modular switch/socket points,nos,2206.0,345.9,763055.4
ITM008105,PRJ0254,Electrical,Lighting,LED panel light 18W,nos,1065.0,690.52,735403.8
ITM008111,PRJ0255,Civil,Masonry,AAC block masonry (200mm),sqm,102428.13,645.45,66112236.51
ITM008116,PRJ0255,Civil,Plastering,Internal cement plaster 12mm,sqm,606166.15,216.1,130992505.02
ITM008119,PRJ0255,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,22843.75,382.92,8747328.75
ITM008121,PRJ0255,Civil,Structural Steel,Structural steel fabrication & erection,kg,839207.17,109.5,91893185.12
ITM008124,PRJ0255,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,285922.01,60.38,17263970.96
ITM008125,PRJ0255,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,35.0,42149.41,1475229.35
ITM008126,PRJ0255,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,187392.94,43.39,8130979.67
ITM008128,PRJ0255,Electrical,DG Set,Diesel generator set (backup),nos,1.0,502628.14,502628.14
ITM008132,PRJ0255,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,333.0,5484.27,1826261.91
ITM008135,PRJ0255,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,11.0,51337.17,564708.87
ITM008137,PRJ0256,Civil,Masonry,AAC block masonry (200mm),sqm,9245.1,654.84,6054061.28
ITM008139,PRJ0256,Civil,Flooring,Vitrified tile flooring,sqm,20846.79,1127.64,23507674.28
ITM008140,PRJ0256,Civil,Structural Steel,Structural steel fabrication & erection,kg,58925.2,119.9,7065131.48
ITM008150,PRJ0256,Electrical,Switchgear,Main LT panel (custom),nos,1.0,116303.45,116303.45
ITM008151,PRJ0256,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,12027.8,61.22,736341.92
ITM008170,PRJ0257,Civil,Doors and Windows,Flush doors with frame,nos,119.0,14345.84,1707154.96
ITM008172,PRJ0257,Civil,Flooring,Vitrified tile flooring,sqm,104709.33,1632.25,170911803.89
ITM008175,PRJ0257,Civil,Doors and Windows,Aluminium windows with glazing,sqm,7818.39,5045.4,39446904.91
ITM008184,PRJ0257,Electrical,Switchgear,MCCB panel 200A,nos,14.0,27211.59,380962.26
ITM008187,PRJ0257,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,74014.41,61.85,4577791.26
ITM008202,PRJ0258,Civil,Concrete,RCC M25 for footings/columns,cum,15525.27,10778.1,167332912.59
ITM008204,PRJ0258,Civil,Concrete,RCC M25 for slabs/beams,cum,19146.34,11026.71,211121138.74
ITM008207,PRJ0258,Civil,Doors and Windows,Flush doors with frame,nos,535.0,15411.45,8245125.75
ITM008212,PRJ0258,Civil,Doors and Windows,Aluminium windows with glazing,sqm,29672.95,4547.75,134945158.36
ITM008214,PRJ0258,Civil,Painting,Interior emulsion paint (2 coats),sqm,984978.69,103.99,102427933.97
ITM008231,PRJ0258,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,71305.28,343.42,24487659.26
ITM008245,PRJ0259,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,1653.18,4896.33,8094514.83
ITM008247,PRJ0259,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,12.0,31274.66,375295.92
ITM008255,PRJ0259,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,515986.89,515986.89
ITM008260,PRJ0259,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,23811.05,202.73,4827214.17
ITM008265,PRJ0260,Civil,Earthwork,Backfilling with excavated earth,cum,2718.4,168.61,458349.42
ITM008268,PRJ0260,Civil,Masonry,AAC block masonry (200mm),sqm,85251.39,696.63,59388675.82
ITM008285,PRJ0260,Electrical,Earthing,Earthing pit with GI strip,nos,65.0,3403.56,221231.4
ITM008287,PRJ0260,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,298.0,6152.39,1833412.22
ITM008290,PRJ0260,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,13.0,59082.09,768067.17
ITM008295,PRJ0261,Civil,Doors and Windows,Aluminium windows with glazing,sqm,9012.1,5760.23,51911768.78
ITM008297,PRJ0261,Civil,Plastering,Internal cement plaster 12mm,sqm,325476.79,230.29,74954049.97
ITM008307,PRJ0261,Civil,Structural Steel,Structural steel fabrication & erection,kg,362939.5,147.8,53642458.1
ITM008308,PRJ0261,Civil,Roofing,RCC roof slab with waterproofing,sqm,127075.63,1881.27,239063570.45
ITM008310,PRJ0261,Electrical,Earthing,Earthing pit with GI strip,nos,34.0,6144.9,208926.6
ITM008314,PRJ0261,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,743.24,1569.86,1166782.75
ITM008324,PRJ0261,Electrical,Lighting,LED panel light 18W,nos,1082.0,913.89,988828.98
ITM008334,PRJ0262,Civil,Earthwork,Excavation for foundation,cum,3066.82,226.1,693408.0
ITM008337,PRJ0262,Civil,Flooring,Granite flooring,sqm,27549.36,2168.27,59734450.81
ITM008343,PRJ0262,Civil,Plastering,Internal cement plaster 12mm,sqm,253325.77,237.23,60096472.42
ITM008345,PRJ0262,Electrical,DG Set,Diesel generator set (backup),nos,1.0,513253.62,513253.62
ITM008360,PRJ0262,Plumbing,Pumps,Centrifugal water pump set,nos,8.0,19022.21,152177.68
ITM008362,PRJ0262,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,33729.37,233.47,7874796.01
ITM008364,PRJ0263,Civil,Doors and Windows,Aluminium windows with glazing,sqm,190.27,4040.93,768867.75
ITM008366,PRJ0263,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,181.76,310.86,56501.91
ITM008370,PRJ0263,Civil,Painting,Interior emulsion paint (2 coats),sqm,5562.86,112.06,623374.09
ITM008381,PRJ0263,Electrical,Sockets and Switches,Modular switch/socket points,nos,42.0,414.28,17399.76
ITM008382,PRJ0263,Electrical,Lighting,LED street/flood light 50W,nos,3.0,2428.49,7285.47
ITM008395,PRJ0263,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,350.64,280.49,98351.01
ITM008396,PRJ0264,Civil,Concrete,RCC M25 for footings/columns,cum,3297.58,9095.92,29994523.87
ITM008401,PRJ0264,Civil,Structural Steel,Structural steel fabrication & erection,kg,322479.44,96.2,31022522.13
ITM008412,PRJ0264,Civil,Painting,Interior emulsion paint (2 coats),sqm,401541.38,127.11,51039924.81
ITM008414,PRJ0264,Electrical,Switchgear,Main LT panel (custom),nos,3.0,109832.3,329496.9
ITM008423,PRJ0264,Electrical,Switchgear,MCB distribution board (8-way),nos,171.0,2390.88,408840.48
ITM008444,PRJ0265,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,4048.69,893.18,3616208.93
ITM008445,PRJ0265,Electrical,Lighting,LED panel light 18W,nos,2053.0,599.23,1230219.19
ITM008448,PRJ0265,Electrical,Earthing,Earthing pit with GI strip,nos,42.0,4398.15,184722.3
ITM008452,PRJ0265,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,23229.31,276.42,6421045.87
ITM008458,PRJ0266,Civil,Masonry,AAC block masonry (200mm),sqm,18923.94,703.14,13306179.17
ITM008459,PRJ0266,Civil,Earthwork,Backfilling with excavated earth,cum,728.2,138.37,100761.03
ITM008462,PRJ0266,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,5346.8,492.81,2634956.51
ITM008466,PRJ0266,Civil,Plastering,External cement plaster 20mm,sqm,48979.91,250.45,12267018.46
ITM008470,PRJ0266,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,16063.7,49.87,801096.72
ITM008472,PRJ0266,Electrical,DG Set,Diesel generator set (backup),nos,1.0,490277.21,490277.21
ITM008475,PRJ0266,Electrical,Earthing,Earthing pit with GI strip,nos,24.0,5592.18,134212.32
ITM008493,PRJ0267,Civil,Plastering,Internal cement plaster 12mm,sqm,53770.97,258.24,13885815.29
ITM008494,PRJ0267,Civil,Reinforcement,TMT steel bars Fe 500,kg,188035.95,67.84,12756358.85
ITM008500,PRJ0267,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,25258.28,64.4,1626633.23
ITM008527,PRJ0268,Civil,Earthwork,Backfilling with excavated earth,cum,1013.92,166.1,168412.11
ITM008530,PRJ0268,Civil,Structural Steel,Structural steel fabrication & erection,kg,339974.36,122.51,41650258.84
ITM008553,PRJ0269,Civil,Earthwork,Excavation for foundation,cum,2380.03,183.28,436211.9
ITM008565,PRJ0269,Civil,Structural Steel,Structural steel fabrication & erection,kg,496328.6,116.13,57638640.32
ITM008566,PRJ0269,Civil,Roofing,RCC roof slab with waterproofing,sqm,107072.84,1635.96,175166883.33
ITM008567,PRJ0269,Civil,Painting,Exterior weatherproof paint,sqm,139680.91,137.58,19217299.6
ITM008571,PRJ0269,Electrical,Lighting,LED panel light 18W,nos,939.0,717.56,673788.84
ITM008574,PRJ0269,Electrical,Switchgear,Main LT panel (custom),nos,2.0,149248.03,298496.06
ITM008576,PRJ0269,Electrical,Lighting,Emergency exit light,nos,104.0,1437.04,149452.16
ITM008586,PRJ0269,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,29925.15,227.04,6794206.06
ITM008599,PRJ0270,Civil,Doors and Windows,Flush doors with frame,nos,3.0,14788.63,44365.89
ITM008605,PRJ0270,Electrical,DG Set,Diesel generator set (backup),nos,1.0,520062.36,520062.36
ITM008610,PRJ0270,Electrical,Lighting,LED street/flood light 50W,nos,4.0,2395.1,9580.4
ITM008629,PRJ0271,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,396.79,525.52,208521.08
ITM008640,PRJ0271,Electrical,Switchgear,Main LT panel (custom),nos,1.0,194155.84,194155.84
ITM008650,PRJ0272,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,1907.84,414.47,790742.44
ITM008657,PRJ0272,Civil,Flooring,Vitrified tile flooring,sqm,15800.77,1175.54,18574437.17
ITM008667,PRJ0272,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,7357.21,59.99,441359.03
ITM008671,PRJ0272,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,486.92,782.51,381019.77
ITM008673,PRJ0272,Electrical,Lighting,LED street/flood light 50W,nos,17.0,2450.18,41653.06
ITM008685,PRJ0273,Civil,Structural Steel,Structural steel fabrication & erection,kg,846070.32,117.39,99320194.86
ITM008686,PRJ0273,Civil,Concrete,RCC M25 for slabs/beams,cum,10451.19,8882.86,92836457.6
ITM008687,PRJ0273,Civil,Doors and Windows,Aluminium windows with glazing,sqm,18056.87,5278.45,95312285.45
ITM008691,PRJ0273,Civil,Flooring,Vitrified tile flooring,sqm,188854.66,1114.19,210419973.63
ITM008693,PRJ0273,Civil,Painting,Interior emulsion paint (2 coats),sqm,466045.05,106.0,49400775.3
ITM008694,PRJ0273,Civil,Plastering,Internal cement plaster 12mm,sqm,393070.23,274.97,108082521.14
ITM008698,PRJ0273,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,58539.34,58.49,3423966.0
ITM008704,PRJ0273,Electrical,Lighting,LED street/flood light 50W,nos,247.0,2462.26,608178.22
ITM008705,PRJ0273,Electrical,Lighting,LED panel light 18W,nos,2217.0,721.84,1600319.28
ITM008709,PRJ0273,Electrical,Lighting,Emergency exit light,nos,198.0,1387.57,274738.86
ITM008715,PRJ0273,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,320.0,4169.51,1334243.2
ITM008716,PRJ0273,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,4.0,101570.9,406283.6
ITM008719,PRJ0274,Civil,Concrete,RCC M25 for slabs/beams,cum,133.14,10284.15,1369231.73
ITM008731,PRJ0274,Civil,Plastering,External cement plaster 20mm,sqm,2912.1,255.0,742585.5
ITM008734,PRJ0274,Civil,Doors and Windows,Aluminium windows with glazing,sqm,210.26,5325.95,1119834.25
ITM008740,PRJ0274,Electrical,Cable Trays,GI perforated cable tray,meter,175.78,589.84,103682.08
ITM008744,PRJ0274,Electrical,Lighting,LED panel light 18W,nos,21.0,662.55,13913.55
ITM008772,PRJ0275,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,3344.3,1472.4,4924147.32
ITM008775,PRJ0275,Electrical,Cable Trays,GI perforated cable tray,meter,27184.22,492.93,13399917.56
ITM008785,PRJ0276,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,12.2,4233.38,51647.24
ITM008791,PRJ0276,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,107.52,402.46,43272.5
ITM008796,PRJ0276,Civil,Earthwork,Excavation for foundation,cum,31.33,200.33,6276.34
ITM008799,PRJ0276,Electrical,Cable Trays,GI perforated cable tray,meter,62.93,380.91,23970.67
ITM008802,PRJ0276,Electrical,Sockets and Switches,Modular switch/socket points,nos,18.0,392.67,7068.06
ITM008806,PRJ0276,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,426.2,42.31,18032.52
ITM008820,PRJ0277,Civil,Doors and Windows,Flush doors with frame,nos,356.0,10757.97,3829837.32
ITM008822,PRJ0277,Civil,Structural Steel,Structural steel fabrication & erection,kg,908739.38,87.56,79569220.11
ITM008831,PRJ0277,Electrical,Lighting,LED street/flood light 50W,nos,516.0,2113.84,1090741.44
ITM008842,PRJ0277,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,189170.06,42.18,7979193.13
ITM008845,PRJ0277,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,11.0,66739.48,734134.28
ITM008847,PRJ0277,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,348.0,8407.66,2925865.68
ITM008848,PRJ0277,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,358.0,3438.39,1230943.62
ITM008852,PRJ0278,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,329.64,4056.52,1337191.25
ITM008853,PRJ0278,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,12699.7,747.93,9498486.62
ITM008857,PRJ0278,Civil,Earthwork,Excavation for foundation,cum,784.79,240.78,188961.74
ITM008858,PRJ0278,Civil,Flooring,Granite flooring,sqm,5541.38,2498.14,13843143.03
ITM008876,PRJ0278,Electrical,Lighting,LED panel light 18W,nos,341.0,581.27,198213.07
ITM008894,PRJ0279,Civil,Concrete,RCC M25 for footings/columns,cum,5995.97,8037.28,48191289.76
ITM008896,PRJ0279,Civil,Flooring,Vitrified tile flooring,sqm,146375.58,1165.96,170668071.26
ITM008897,PRJ0279,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,1851.81,4466.47,8271053.81
ITM008909,PRJ0279,Electrical,Switchgear,MCB distribution board (8-way),nos,206.0,2279.2,469515.2
ITM008912,PRJ0279,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,790.19,1069.78,845329.46
ITM008924,PRJ0280,Civil,Doors and Windows,Flush doors with frame,nos,93.0,11021.47,1024996.71
ITM008925,PRJ0280,Civil,Roofing,RCC roof slab with waterproofing,sqm,72962.2,1599.28,116686987.22
ITM008929,PRJ0280,Civil,Flooring,Granite flooring,sqm,15398.94,1816.84,27977410.15
ITM008935,PRJ0280,Electrical,Switchgear,Main LT panel (custom),nos,1.0,116798.96,116798.96
ITM008938,PRJ0280,Electrical,DG Set,Diesel generator set (backup),nos,1.0,416286.63,416286.63
ITM008944,PRJ0280,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,61.0,6732.18,410662.98
ITM008952,PRJ0281,Civil,Plastering,External cement plaster 20mm,sqm,107449.79,336.42,36148258.35
ITM008955,PRJ0281,Civil,Concrete,RCC M25 for footings/columns,cum,3153.75,11262.0,35517532.5
ITM008964,PRJ0281,Electrical,DG Set,Diesel generator set (backup),nos,1.0,1016676.7,1016676.7
ITM008981,PRJ0282,Civil,Doors and Windows,Flush doors with frame,nos,13.0,12007.19,156093.47
ITM008982,PRJ0282,Civil,Roofing,RCC roof slab with waterproofing,sqm,11952.9,1671.75,19982260.57
ITM008997,PRJ0282,Electrical,Lighting,LED street/flood light 50W,nos,16.0,2463.26,39412.16
ITM009003,PRJ0282,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,12.0,3644.41,43732.92
ITM009028,PRJ0283,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,58671.78,218.99,12848533.1
ITM009038,PRJ0284,Civil,Masonry,AAC block masonry (200mm),sqm,39200.03,719.62,28209125.59
ITM009049,PRJ0284,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,1086.25,4695.91,5100932.24
ITM009051,PRJ0284,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,1050725.71,1050725.71
ITM009065,PRJ0284,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,2.0,77045.32,154090.64
ITM009066,PRJ0284,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,17499.22,193.33,3383124.2
ITM009070,PRJ0284,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,76.0,7769.74,590500.24
ITM009073,PRJ0285,Civil,Plastering,External cement plaster 20mm,sqm,114216.21,322.32,36814168.81
ITM009088,PRJ0285,Civil,Earthwork,Backfilling with excavated earth,cum,2071.45,164.71,341188.53
ITM009092,PRJ0285,Electrical,Cable Trays,GI perforated cable tray,meter,7529.84,442.52,3332104.8
ITM009110,PRJ0286,Civil,Doors and Windows,Flush doors with frame,nos,210.0,14348.17,3013115.7
ITM009131,PRJ0286,Electrical,Switchgear,Main LT panel (custom),nos,3.0,164873.33,494619.99
ITM009134,PRJ0286,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,130062.32,60.27,7838856.03
ITM009143,PRJ0286,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,12.0,100344.35,1204132.2
ITM009152,PRJ0287,Civil,Painting,Interior emulsion paint (2 coats),sqm,893830.33,175.46,156831469.7
ITM009154,PRJ0287,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,34429.09,435.36,14989048.62
ITM009158,PRJ0287,Civil,Flooring,Vitrified tile flooring,sqm,387008.04,1717.47,664674698.46
ITM009160,PRJ0287,Civil,Concrete,RCC M25 for slabs/beams,cum,13493.74,10356.26,139744679.81
ITM009164,PRJ0287,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,34.0,40893.98,1390395.32
ITM009165,PRJ0287,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,546233.75,38.19,20860666.91
ITM009175,PRJ0287,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,289.0,7562.66,2185608.74
ITM009178,PRJ0288,Civil,Flooring,Vitrified tile flooring,sqm,1974.83,976.19,1927809.3
ITM009179,PRJ0288,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,262.66,383.62,100761.63
ITM009193,PRJ0288,Electrical,Switchgear,MCB distribution board (8-way),nos,3.0,1997.52,5992.56
ITM009211,PRJ0288,Plumbing,Pumps,Centrifugal water pump set,nos,1.0,19088.96,19088.96
ITM009212,PRJ0288,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,494.02,231.88,114553.36
ITM009214,PRJ0289,Civil,Painting,Exterior weatherproof paint,sqm,163601.55,167.93,27473608.29
ITM009221,PRJ0289,Civil,Flooring,Granite flooring,sqm,49313.93,3475.0,171365906.75
ITM009223,PRJ0289,Civil,Painting,Interior emulsion paint (2 coats),sqm,514434.94,148.89,76594218.22
ITM009224,PRJ0289,Civil,Plastering,External cement plaster 20mm,sqm,236165.79,319.66,75492756.43
ITM009225,PRJ0289,Civil,Concrete,RCC M25 for slabs/beams,cum,7063.98,10911.43,77078123.29
ITM009230,PRJ0289,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,2333.62,797.11,1860151.84
ITM009234,PRJ0289,Electrical,Lighting,LED panel light 18W,nos,2046.0,591.98,1211191.08
